FeedbackID,Satisfaction Level,Feedback,Follow-up Required,Customer Location ,Ticket ID
18676,6,Fact suggest there dog.,No,Saint Helena,9261
811,1,Newspaper use her.,No,Saint Pierre and Miquelon,6752
5372,3,Focus push better plant.,No,Svalbard & Jan Mayen Islands,13893
3790,7,Pick task who general.,Yes,Russian Federation,4347
8505,2,Positive reality to now.,Yes,Dominican Republic,17965
13699,2,Memory black nice.,No,Isle of Man,5841
2577,6,Kid put bring discover to.,Yes,Guatemala,3283
7702,6,Fight tough peace cost.,Yes,Burundi,5985
1359,8,Feeling early stuff.,No,Haiti,11780
16003,6,Game personal next allow.,No,Uganda,12753
18801,8,Camera beyond same employee.,Yes,Peru,17927
8780,8,To film too staff seek as.,No,Jamaica,19696
15580,7,Avoid chance still hot.,No,Paraguay,1077
7009,2,Ten language determine three.,Yes,North Macedonia,15198
18782,5,Least task piece check catch.,No,Romania,17705
15620,4,New allow message.,No,Trinidad and Tobago,9127
11234,5,Spend experience make.,No,Romania,11032
2040,5,Along police rich course why.,No,Guinea-Bissau,16332
6879,3,Avoid shoulder last start.,No,Ethiopia,15563
8920,5,Debate rise school tax.,No,Finland,9538
8454,1,Perform agree yeah young.,No,Pakistan,10877
6598,2,Social expect thus try hit.,No,South Georgia and the South Sandwich Islands,19958
4868,3,They family pressure.,No,Angola,12794
18391,9,Accept person event model.,Yes,Bosnia and Herzegovina,3235
19068,7,Bank region by decide.,No,Luxembourg,12255
17812,1,Trip along boy machine.,No,Nicaragua,19127
12166,5,Story figure better.,No,South Africa,16436
15253,5,Reveal party do lose.,No,Iraq,11033
18172,3,Year stop attorney may some.,No,Uganda,11849
17877,5,Chance girl dream.,No,Antigua and Barbuda,13550
15186,7,Available range hit home.,No,France,12360
3576,2,Need pay end ball shoulder.,Yes,Haiti,18027
14306,3,He choice direction office.,No,Bhutan,8113
16609,6,Learn not say.,Yes,Mexico,5543
17357,5,If them other baby.,No,Dominica,15748
14213,6,Four sister foot so.,No,Macao,11952
581,7,Leave blood season.,No,Ukraine,3664
8316,3,Ever poor whose.,No,Timor-Leste,8924
1737,9,State full court major.,No,Ethiopia,18942
15098,3,Quickly her nice science.,No,Korea,14040
10315,2,Value ok a interest.,Yes,Ukraine,17099
13717,1,Ten weight impact care could.,Yes,Mauritius,9342
4338,9,Expect throw data into.,No,Thailand,4472
6927,3,Pull owner senior boy.,No,Kyrgyz Republic,17054
19525,2,Still trial threat west.,No,Korea,15102
8121,4,Focus me term.,No,Lao People's Democratic Republic,2396
7907,9,Apply suffer herself all win.,No,Brazil,1575
9487,5,Student ago think fine.,No,Qatar,19823
4892,8,Art human civil arm.,No,Poland,18498
17617,6,Card long pressure.,Yes,Montserrat,15438
7522,6,North general he nearly.,Yes,Eritrea,17228
16878,2,Wind window leader actually.,No,Ireland,19429
13458,2,Military beyond else the.,No,Turkmenistan,18328
12447,5,Open out across to.,No,Netherlands Antilles,9045
19981,4,Response state top people.,Yes,Netherlands Antilles,17060
11176,8,Who company ability keep.,Yes,Greenland,8148
5331,8,Laugh letter occur reduce.,No,Saint Kitts and Nevis,669
2550,9,Significant want fast.,Yes,Czech Republic,15396
8125,9,Really task move military.,No,Andorra,1353
4311,2,Party finish suggest manage.,No,Angola,12609
6836,7,Bank east consider identify.,No,Barbados,16577
19228,2,Fear eye special skill.,No,Jordan,12276
1139,4,Also direction position law.,No,Mauritius,17220
8606,5,Ability party garden.,No,Thailand,11718
3596,3,Occur act back green road.,No,Burkina Faso,16163
8971,6,Form there someone.,No,Estonia,14261
12904,3,I carry others look.,No,Suriname,2948
4282,4,Meeting over skin material.,No,Moldova,1669
13811,4,Main them expect else wish.,No,Jordan,19673
9949,9,Necessary before list even.,No,Yemen,15240
10466,4,Guess would arm.,No,Bermuda,16433
6566,5,Prove example both market.,No,Romania,3583
4024,7,Tree character table.,Yes,Singapore,5196
9008,9,Get day talk effect.,Yes,Mozambique,16647
5151,1,How nation at sure down fire.,No,Barbados,4290
913,3,Eye animal sister yard.,No,Comoros,14932
4855,6,Road nothing third seven.,No,Equatorial Guinea,9365
11972,8,Past series generation of.,No,Netherlands Antilles,7816
15459,8,Decision bill game right.,No,Kiribati,940
11366,3,Line result onto.,No,Antarctica (the territory South of 60 deg S),19461
6719,4,Keep chair under item member.,Yes,Syrian Arab Republic,12584
3429,7,Program focus goal every see.,No,Malta,2730
11431,2,School issue she likely.,No,Zambia,19572
4733,1,Specific man take.,No,Jersey,10061
1534,7,Guy old public worry.,No,Bahamas,17068
15460,1,So others leg money improve.,No,Botswana,2319
18872,2,Black than seek dark likely.,Yes,Saint Vincent and the Grenadines,6801
3221,6,What yes court.,Yes,Anguilla,8943
14160,7,Crime view conference.,No,Isle of Man,6200
7214,8,Among recent catch.,No,Holy See (Vatican City State),5343
13837,3,Source project street.,No,Russian Federation,881
19980,1,List stay into.,No,Kazakhstan,15944
5606,3,Tough character adult option.,No,Singapore,511
15229,9,Mrs nice truth evening able.,Yes,Saint Helena,15867
8506,6,Plan wind reason agent.,No,Angola,19078
9473,8,Rock however dog remain tree.,No,Lao People's Democratic Republic,17074
9981,2,Yard example together point.,No,Ukraine,8970
14087,4,Describe talk ready.,No,Saint Martin,10575
15401,3,Growth country ever middle.,No,Gibraltar,3083
16973,1,Cold how its take.,No,Puerto Rico,18039
16648,7,Cost arm after old give.,No,Hungary,6622
4380,4,Mention eight quite level.,Yes,Jamaica,9955
15411,9,Left onto lot.,No,Turks and Caicos Islands,14413
16963,6,Meeting would really.,No,Moldova,18501
19396,7,Station six movement toward.,No,Georgia,7631
3050,1,Whose front something.,No,Belize,19554
3986,6,Make summer citizen approach.,Yes,Tokelau,7371
1029,8,Will green western issue.,No,Belize,18897
1426,3,Writer future her send.,No,Oman,18465
18602,7,Watch once nature.,Yes,Vietnam,6314
15327,1,Water yourself low road win.,No,Haiti,13253
10442,3,Call impact mother.,No,Hungary,4049
1489,9,Leg room list policy.,No,Belarus,11230
3171,1,Fast although onto water.,Yes,Iceland,3302
496,7,Everything human check.,No,Cayman Islands,8949
17388,5,Though green unit machine.,Yes,Philippines,5265
7157,7,Start language enter degree.,No,Andorra,7919
11359,3,Quite respond group.,No,Samoa,1111
5977,4,Again cause local possible.,No,Congo,5536
7506,8,Early win discussion author.,Yes,Tokelau,5586
5061,8,If case create.,No,Guyana,7425
5366,6,Believe such where past.,No,Turkmenistan,10383
9210,6,Well job catch local town.,No,Cameroon,5943
9027,1,Attack role yeah close.,No,Madagascar,17501
12435,6,Decision receive couple any.,Yes,British Virgin Islands,9242
10611,1,Through hard long sort.,No,Guyana,14368
14614,2,Relate must get sing him.,Yes,Cook Islands,9047
3362,1,Use to water away beyond.,Yes,Bosnia and Herzegovina,6448
14553,5,Worker sport six free.,No,Panama,16485
4320,9,Structure summer road value.,No,Northern Mariana Islands,4145
3060,3,Serious no clear view give.,No,Thailand,17494
4428,9,Single job thus total accept.,No,Belarus,19074
3878,2,Step computer crime plan.,No,Northern Mariana Islands,64
1991,8,Consider prove whose able.,No,Lesotho,16367
595,7,Pull road provide health.,No,Haiti,18472
6784,7,Ahead word simple.,No,Fiji,1714
1639,7,Fire when light general.,Yes,United States of America,18086
7069,7,Eye record husband unit.,No,Somalia,14124
158,1,Field talk one happy sea may.,No,Equatorial Guinea,7033
9396,7,Future meet young fill.,No,French Southern Territories,18688
17912,8,Important management bring.,No,Austria,15189
18995,8,Much bank any right.,No,Oman,10754
9729,7,Sound argue follow.,No,Kuwait,9373
5123,1,Economic focus report memory.,No,Cameroon,7173
11261,9,This act both conference.,Yes,Bouvet Island (Bouvetoya),240
8757,5,Test away ever money.,No,Timor-Leste,5968
2239,8,More result firm fast.,No,Pakistan,19954
12879,9,Cold get sit type after man.,No,Saint Lucia,17631
11043,4,Hand federal positive miss.,Yes,Iraq,19117
9228,1,Make thing employee have.,No,Denmark,4092
14047,8,Long marriage voice white.,Yes,Slovenia,9290
14478,9,Range organization any.,No,Burkina Faso,12654
14237,3,His meet growth energy.,No,Brazil,6778
16486,4,Government message usually.,No,Belize,12764
13214,2,My Republican wait rich.,No,United Arab Emirates,1126
15537,8,Tree cell but material.,No,Anguilla,7292
3781,1,Push Democrat line deal.,No,Kenya,18799
3507,2,Charge real girl song.,No,Macao,9214
8358,7,Bill meeting three one.,No,Tanzania,1856
15530,1,Know save likely through.,No,Sierra Leone,17774
5157,9,Class step authority.,No,Nicaragua,17647
12234,7,Available economic bank with.,Yes,Australia,4121
4070,4,Summer but walk.,No,Panama,7912
8952,6,Place inside other.,No,Christmas Island,8721
384,5,Hospital history billion why.,No,Gambia,2779
10367,2,Choose whatever serious.,No,Turkey,7909
16274,8,Simple wear state his.,No,Cote d'Ivoire,10385
18571,6,Every indeed official.,No,Turkmenistan,3940
17365,5,Project reduce eat.,No,Faroe Islands,3670
2117,8,Look home follow.,No,Austria,7519
988,4,Animal feel minute at may.,No,Trinidad and Tobago,15246
17857,9,Because away party me.,No,Greece,3304
1576,4,Provide author drug and.,No,Moldova,919
13619,5,To middle chair man despite.,No,Saudi Arabia,19504
2413,6,Wear prove career.,No,Turkey,19037
9409,7,Various offer care stop.,No,Central African Republic,19417
6313,1,Home during from hot.,No,Afghanistan,14567
6929,6,Much reflect purpose budget.,No,Kazakhstan,6353
1744,7,Police expert car safe.,Yes,French Polynesia,12500
964,4,To choice sing daughter.,No,British Indian Ocean Territory (Chagos Archipelago),19497
1056,2,Artist admit service.,Yes,Senegal,558
19464,2,Black someone gas much.,Yes,Hong Kong,10986
12241,9,She push almost job.,No,Singapore,12098
6759,1,Them particularly science.,No,Isle of Man,8094
5052,1,Back its follow case.,No,Guinea-Bissau,283
19189,1,However success ago.,No,Saint Pierre and Miquelon,5054
10051,9,College bar crime ever money.,Yes,Canada,18448
19015,2,Type radio on population.,Yes,El Salvador,14340
17011,9,Minute one though around.,No,Sudan,17431
10180,6,Design economy perhaps.,No,Poland,19055
2868,2,Meet long knowledge.,No,Peru,14365
2021,7,Nor research for defense.,No,Guinea,4332
13228,2,Word hard nothing race.,No,Guatemala,10845
3504,1,Boy food attorney.,Yes,Niue,3262
19796,3,Answer not collection media.,Yes,Vietnam,2207
19949,8,Various bill beat list.,No,Vietnam,13227
14158,8,Be owner campaign question.,No,Montserrat,4683
15796,4,Above consumer order break.,No,Solomon Islands,12750
13396,5,Reflect on never go argue.,No,Armenia,319
6551,7,Win size onto sure will.,No,Hungary,10851
8363,9,Small argue door course word.,No,Thailand,3401
7245,7,Either red clearly space.,No,Paraguay,14200
18549,6,That do star none data.,Yes,Serbia,1794
5496,4,Beyond yes try can hit.,No,Canada,17761
17597,3,Cold hard security else.,No,Moldova,8297
5473,1,Fight every read determine.,No,United Kingdom,6737
9236,8,Too will anyone this base.,No,Monaco,1241
3594,4,Never walk act seem you.,No,Central African Republic,14395
7281,5,Activity method oil bar.,Yes,Norfolk Island,10204
3646,5,Short attention vote.,Yes,Saint Helena,8307
15071,1,Likely dog point consider.,No,Nigeria,18835
6035,8,Reflect accept often care.,Yes,Bangladesh,5535
436,3,Bank third fast.,No,Portugal,13774
10061,1,Spend meeting finish last.,No,Mongolia,13480
705,7,East need attorney figure.,No,Mauritius,18755
6338,1,Make box I talk.,No,Fiji,12090
3411,7,Industry positive thought.,No,Botswana,19110
16701,2,Out value detail.,No,Nicaragua,5601
15559,1,Law activity economic race.,No,Lesotho,7726
15039,7,Within notice smile might.,No,Azerbaijan,10558
9592,3,Note miss believe must.,No,Tanzania,10409
14486,6,Full compare chair practice.,No,Anguilla,4610
12248,1,Yard system point.,No,Svalbard & Jan Mayen Islands,16225
6320,9,Civil today American.,No,Saint Helena,19381
5358,7,Free capital describe say.,No,Saudi Arabia,18634
16306,2,In fish relate job bring.,Yes,Bouvet Island (Bouvetoya),10803
8394,7,Window theory land song.,No,Honduras,12908
2321,8,Tell cold rest mother always.,Yes,Guadeloupe,15145
18200,2,Know star prove left go.,No,Lao People's Democratic Republic,2234
18483,9,Clear draw daughter.,Yes,Mauritania,5467
12047,5,Inside affect because.,No,United States Virgin Islands,13146
14406,6,Them decision series wrong.,No,Micronesia,15917
3439,8,Fly PM finally international.,No,Philippines,19039
16317,6,Read my charge range.,No,Gibraltar,17712
2120,6,Teach or them.,No,Kuwait,10764
8797,1,Loss goal employee most.,Yes,Kyrgyz Republic,671
2196,8,Action surface better energy.,No,Singapore,8948
18070,9,Market Republican local.,No,Paraguay,14166
8266,3,Argue which blood just.,No,Jersey,7737
6018,8,Religious point shake hand.,No,El Salvador,3298
543,9,Someone conference list.,No,Honduras,3652
19575,1,Enough very clearly.,No,Armenia,16105
19589,1,Worker forget someone.,No,Cuba,17439
4472,9,Live federal fill six.,No,Chad,18740
7333,9,Remember choose gas remain.,Yes,Solomon Islands,1678
9723,8,Able nation social.,No,Vietnam,18317
2341,8,Feel accept onto a.,No,Lao People's Democratic Republic,9478
6977,5,Bad reflect green drive.,No,Aruba,9138
13328,5,Determine fast then.,No,Senegal,2181
3437,4,Late suffer this poor.,No,France,5863
1701,5,Individual daughter add girl.,No,Paraguay,11089
15270,9,Agent agency follow.,No,Bahamas,13750
18864,3,Or matter sing form miss on.,No,Japan,100
5650,7,Six beat tend sign.,No,Costa Rica,7761
10415,8,Very of meet what budget.,No,Trinidad and Tobago,10722
3008,7,In all sport protect.,No,British Indian Ocean Territory (Chagos Archipelago),198
16117,2,Treatment road stop.,Yes,Bermuda,2408
15479,8,Number energy response color.,Yes,Bulgaria,9733
9785,9,Four student positive eye.,No,Samoa,6485
16325,6,Identify tell see tax.,No,Sri Lanka,1720
3551,4,Different computer face.,No,Papua New Guinea,10672
6232,2,Tv hundred do adult detail.,No,Namibia,998
6724,8,Word say reason require.,No,Wallis and Futuna,16558
6311,2,System focus power before.,No,Dominica,7282
17523,9,Character again once blood.,No,Antigua and Barbuda,12482
5698,6,Certain summer forward them.,No,French Guiana,7074
5705,9,While arm six design crime.,No,Guyana,2878
9371,7,Still discuss least.,No,Bangladesh,2861
15868,8,You Mr last discussion less.,Yes,Ecuador,1375
7868,4,Trip card economic stuff.,No,Equatorial Guinea,12369
3191,3,Management place western go.,No,Jersey,14298
8387,5,Thing together himself.,No,Morocco,11597
6850,8,Seek yeah because will.,No,Congo,89
16082,8,Response face well.,No,New Caledonia,2718
1161,6,Become power difficult girl.,No,San Marino,7964
1922,4,Write middle hot occur.,No,United Kingdom,13629
12426,4,Look face outside.,No,Dominica,12918
7621,2,Exist better return.,No,Namibia,14717
10343,8,For consider rule.,Yes,Mongolia,635
10176,6,Threat food stage.,No,Timor-Leste,7977
19717,9,Modern agency outside speak.,No,Nicaragua,8942
10295,8,Radio do Republican enough.,No,American Samoa,10145
13916,6,Put want some charge test.,Yes,Lithuania,10545
10580,1,Hard property join sister.,No,Slovakia (Slovak Republic),17547
1602,6,Half table wide difficult on.,No,Hungary,505
729,1,Occur nothing hold.,No,Tokelau,17375
17760,6,Much practice of religious.,No,Cayman Islands,7222
5028,4,Whole both huge picture.,No,Madagascar,18336
9103,5,Plant set hair yes leave.,Yes,Kenya,16323
15083,6,All fear woman machine.,Yes,Malaysia,9849
8501,5,Let simple reach.,No,Georgia,8302
3779,3,Late we practice rate.,Yes,Samoa,18807
3999,6,Through smile item talk.,No,Macao,1623
16470,4,Realize structure morning.,No,Antarctica (the territory South of 60 deg S),19498
7003,1,Easy short address newspaper.,No,Georgia,14740
15913,5,Technology house four guy to.,No,Bulgaria,9867
9929,4,American soldier red.,No,Saudi Arabia,338
12131,9,Threat high attack fine.,No,France,5334
4621,2,Price light owner it summer.,Yes,India,2784
11107,2,Gun all feeling.,Yes,Swaziland,7534
9389,6,Put offer dream.,Yes,Croatia,15459
14713,9,Reach or talk rate.,No,Pitcairn Islands,17993
321,6,Air boy thousand budget mean.,No,Oman,16490
12194,9,Scientist can its.,No,New Caledonia,18097
19483,8,Fact design think.,No,Slovakia (Slovak Republic),8984
8449,3,Perhaps again son college.,No,Fiji,14545
2811,6,Field once wonder special.,No,Dominica,9826
17935,7,North in like.,No,Faroe Islands,18580
7803,8,Ask and big.,No,Comoros,17829
15367,9,Family life often now goal.,No,Tunisia,14732
1279,4,Must per building evidence.,No,Tanzania,11636
4945,1,Yet democratic run treatment.,No,Malaysia,3293
1107,5,Model wife nothing.,No,Mongolia,12179
17768,2,Sing out rock road skin.,No,Nepal,12287
1731,7,Tough recognize cell husband.,No,Falkland Islands (Malvinas),2005
9072,6,Week last all buy nothing.,No,Thailand,108
17865,3,Exactly big part base.,No,Micronesia,3176
6680,7,So station always forward.,No,Reunion,9431
17821,5,And many son.,No,Brazil,277
1005,7,Entire pay think example why.,Yes,Uruguay,12724
6758,9,Effort pay close others.,No,Namibia,6392
12313,4,Kitchen beyond player far.,No,Comoros,4493
11126,5,Stay them sell wonder good.,No,Cook Islands,14141
8992,3,But person various.,Yes,Taiwan,552
11308,8,Protect name body.,Yes,Kyrgyz Republic,6839
2423,1,Door scene store agency get.,No,Bahamas,10953
8577,1,Stock although despite.,No,Eritrea,11083
13221,4,Wind arm six realize.,No,Isle of Man,11263
9954,7,Morning good discover guy.,No,Nauru,5971
13891,3,Serious nice represent age.,No,Namibia,2578
5775,2,Other worry certainly song.,No,Niue,19968
9596,8,Understand wait knowledge.,No,Georgia,8506
8146,7,Exist position clear.,Yes,Montserrat,17275
6722,7,I born face my.,No,Germany,1010
2098,7,Again over seven head writer.,No,Nigeria,11340
13421,5,Past enjoy author fire.,No,Sao Tome and Principe,7370
8278,9,Environmental require show.,Yes,Falkland Islands (Malvinas),5324
19160,6,To foreign white small.,Yes,Peru,19046
8929,4,Your type garden wrong.,No,Swaziland,12034
5299,2,Education you director build.,No,Israel,4911
14484,6,Middle tough ever when.,No,Cook Islands,6465
10943,6,On true player ball their.,No,Malaysia,13201
7019,4,Increase notice now.,No,Germany,18550
8299,1,Control rule series explain.,No,Philippines,1213
1131,5,Never upon relationship.,No,New Caledonia,600
3795,8,Either sometimes use bar.,No,Brazil,15720
10886,2,Eat step gas agency.,No,Bangladesh,9057
9423,2,Trade language prove right.,No,Zimbabwe,12616
6761,5,Address method sign main.,No,Seychelles,3993
13367,5,Sure ask family.,No,Lebanon,12911
7966,7,Cost tonight feel hotel.,Yes,Bhutan,19395
900,5,Loss your everyone.,No,Norway,11869
9299,5,It find lawyer begin.,No,Colombia,5966
5050,4,Ability theory pressure goal.,No,Malaysia,6002
7090,8,College report them risk.,No,Bahrain,11351
13851,8,Best measure start success.,Yes,Saint Helena,18000
12393,6,Cultural let represent.,No,Fiji,7103
13647,1,Condition list write receive.,No,Fiji,17975
2169,5,Mission level child bit.,Yes,Cameroon,1169
8317,8,Day stay test scene.,Yes,Barbados,9641
879,8,Page seven hour keep.,No,Haiti,16179
11412,9,Job floor provide stop.,No,Mauritius,16564
1749,3,Score current media three.,No,Saint Barthelemy,18452
1743,8,Control during lay perhaps.,No,French Polynesia,18932
7663,8,Language drug lead.,No,Nepal,14002
12175,1,Game probably enough three.,No,Sudan,11606
15709,4,Boy left fight.,Yes,Christmas Island,19053
18610,8,Peace action amount study.,Yes,Marshall Islands,1924
4114,5,Degree design fall develop.,No,Kiribati,12641
3820,9,Move edge quickly.,No,South Africa,8730
16066,2,Discover white near must.,Yes,Haiti,8561
3916,3,True guess body enjoy.,Yes,Samoa,2848
16337,8,Speak any second.,No,Mauritania,19206
9059,8,Hit it without.,No,Djibouti,19311
11635,5,East seem brother yard.,No,Micronesia,19885
4810,7,Month direction likely claim.,No,Saint Kitts and Nevis,9429
11349,4,City floor arrive just west.,No,Equatorial Guinea,19691
3343,8,Fear my yeah free.,No,Eritrea,11361
5036,2,Into area indeed.,No,French Polynesia,4535
8024,8,Cut such protect party.,No,Yemen,1724
2878,1,Nothing author way year our.,No,Poland,8497
15795,7,Out necessary end know.,No,Kyrgyz Republic,2074
17727,2,Republican color candidate.,No,Paraguay,5569
16533,2,Since happy tree.,No,Sweden,1368
12606,8,House message cut serve.,No,Latvia,12443
11288,3,For voice book most.,No,Jersey,1774
7425,2,Recently fast current there.,No,Timor-Leste,14497
14606,5,Now anything much serious.,No,Niger,19913
1088,9,Finally usually fight.,Yes,Chad,5950
354,9,President over bill.,No,Myanmar,10335
13461,7,Including break floor inside.,No,Australia,12388
14973,3,Song yard husband.,No,Cyprus,1992
3427,2,Ask finish consider.,No,Ireland,10059
175,7,Former blood bit.,Yes,Burundi,282
19538,3,Force clearly situation wife.,Yes,Egypt,11481
10585,8,Day forward executive speech.,No,Lesotho,1805
13403,3,Pick start strategy series.,No,Sao Tome and Principe,15613
10194,7,Push head any when.,Yes,Dominica,11720
9383,7,But poor and low how.,No,Dominica,12446
1351,8,Blood fall which recent.,No,Andorra,18898
5844,8,Type general style instead.,No,Saint Vincent and the Grenadines,15138
6332,1,Music news treat these.,Yes,British Indian Ocean Territory (Chagos Archipelago),14632
13695,7,South before set nothing.,No,Croatia,5122
1979,5,Pull win seven member.,No,Reunion,74
8573,4,Whatever road clearly center.,No,Guyana,5882
11340,1,Could religious goal color.,No,Australia,3654
5137,9,Eye street adult structure.,No,Palestinian Territory,6094
18190,1,Reality wife high book state.,No,Micronesia,12865
4548,4,Over now him.,No,Martinique,3385
7144,5,Politics now friend.,No,Greece,5479
779,4,Make through sort theory.,Yes,Antarctica (the territory South of 60 deg S),4199
18029,7,Onto entire former stuff.,No,Portugal,1124
16850,5,Between popular my sister.,No,Ireland,16587
10588,8,Above yeah we put prove.,No,Belize,10086
9258,4,Cell office other black.,No,Djibouti,12539
6363,6,Then style he.,No,Haiti,15824
3108,8,Magazine already service.,No,Poland,10799
1677,3,Change a position for.,Yes,Nicaragua,13161
12240,3,Low score trip.,Yes,Belize,18752
8806,3,These no arrive.,No,Norway,11714
17763,5,Take reduce company before.,No,Saint Martin,12216
10675,7,Fine available lose must.,No,Iran,11242
7442,4,Seem have see could.,No,Chile,2548
7802,7,Meet technology prove.,No,Belarus,7185
11334,1,Ago true stay eight.,No,Mauritania,8615
12941,9,Usually including fund ball.,No,Bahamas,3415
17158,4,Major national prepare run.,No,Sri Lanka,18287
18258,2,Friend money house get final.,No,France,9852
12239,3,Loss boy sing just.,No,French Polynesia,10503
15457,2,Explain experience quickly.,No,Netherlands,9908
14683,8,Chair defense American test.,No,Qatar,2196
15763,1,Use great likely able nation.,No,El Salvador,12411
8489,1,Think listen hair.,No,Czech Republic,6461
3222,9,Child common spend.,No,Afghanistan,3690
869,7,Others beautiful like.,No,Germany,2885
8809,4,Friend provide cover.,No,Portugal,7409
6402,5,Pick from seem former.,No,Trinidad and Tobago,7304
8999,9,Artist former gas choose.,Yes,Bosnia and Herzegovina,10484
4698,8,Appear fast even change care.,No,United Arab Emirates,16314
15221,7,Tell young information while.,No,Namibia,17867
13049,3,Care eat send.,No,Netherlands,10543
3961,6,Data near professional out.,No,Liechtenstein,18223
16339,9,Theory pattern tax guy.,No,Oman,5623
12665,6,Knowledge book seem question.,No,Guinea,12105
439,3,Around machine skill social.,No,Dominican Republic,19063
13086,4,Order interview protect.,No,Gabon,18080
10651,3,Popular final serve person.,No,North Macedonia,9647
12068,4,Network window possible.,No,Montenegro,19249
13876,7,Last red him subject.,No,Aruba,8121
8751,1,Resource cup hundred couple.,No,Uganda,18790
6742,4,Marriage girl positive data.,No,Tunisia,5906
7015,8,Skin treatment marriage.,Yes,Timor-Leste,7000
9676,9,Lawyer high still play.,No,Uzbekistan,747
13550,6,Capital six best else news.,No,Belize,13436
13355,9,Box this really very.,No,Vietnam,6378
8521,4,Appear bit degree big wife.,Yes,Aruba,14560
7478,2,House its move.,Yes,Antarctica (the territory South of 60 deg S),17005
8377,5,Service give again present.,Yes,Brunei Darussalam,1171
4602,9,Best many bring.,Yes,Puerto Rico,16452
1045,7,Occur truth movie door tend.,No,Christmas Island,9181
3059,1,Boy be find and likely cause.,Yes,Belgium,6438
8419,5,End according education sure.,Yes,Kyrgyz Republic,18632
14394,3,Attack year skill street.,No,Samoa,11178
2417,1,Decision note piece.,Yes,Mongolia,18389
8303,5,Even white keep her very.,No,Burkina Faso,15072
15842,2,Station TV yourself along.,Yes,Bulgaria,11030
2820,4,Forward most suffer bar.,No,Ukraine,1416
7579,9,Bed appear stay stand.,Yes,Kenya,3622
7744,4,Serious point kitchen.,No,United Arab Emirates,13164
16372,6,Some work almost.,No,Zimbabwe,7702
8734,8,Increase green instead film.,No,Tajikistan,11059
19408,9,Better single art.,No,Gambia,10899
9043,1,Four near if budget base say.,No,Uruguay,9341
2996,7,Herself decade course.,No,Heard Island and McDonald Islands,9904
16017,4,Score least start approach.,No,Bermuda,10391
5153,3,Reflect economy hot.,No,Central African Republic,12969
1075,1,Number treatment send better.,No,New Zealand,10617
15761,9,He military green ahead.,No,Netherlands,3020
6541,8,Police cause woman city feel.,No,Kiribati,6790
4486,6,Far myself week effort.,No,India,10478
9381,9,Per trip join.,No,Suriname,16648
14499,4,Fear purpose quality rule.,Yes,Marshall Islands,17491
9323,4,Girl give gun fly black box.,No,Liechtenstein,5803
13410,9,Of field share total page.,No,Switzerland,8351
6717,8,Wish central many course.,No,Niger,932
8555,9,Wall event claim on.,No,Mali,5931
11418,8,Sing their discuss.,No,South Georgia and the South Sandwich Islands,4415
464,6,Assume senior since likely.,Yes,Iraq,17291
2455,5,Away spend idea reduce.,No,Turkmenistan,18103
7253,2,If subject my quickly half.,No,Azerbaijan,11587
5851,7,Alone career green movie.,No,Falkland Islands (Malvinas),12126
13766,9,Issue for upon pretty with.,No,Saint Pierre and Miquelon,14431
9419,3,Lead similar policy.,No,Argentina,7275
9586,4,Page case it brother window.,No,Mozambique,1969
17048,6,Music after down special bar.,No,Togo,4120
4522,7,Anyone manage enough.,No,Sweden,13176
7931,2,Bank gun three and.,No,Pakistan,14820
9602,4,Culture since would how.,No,Mali,8312
10126,3,Office pull foot very.,No,Western Sahara,4953
10034,8,I two paper if because.,No,Germany,1835
17628,7,Whether create environment.,Yes,Slovenia,16866
19413,1,Chance your piece.,Yes,Mauritius,19537
7073,4,When protect wall those.,No,Sweden,11400
18444,2,Check let loss skin medical.,No,Samoa,10968
14786,1,Similar money product.,No,Hong Kong,15766
5603,3,Method action size year.,No,Anguilla,18927
19032,1,Back road store goal ball.,No,Canada,5155
2768,5,Mr world get scene.,No,Poland,2886
8699,7,Imagine really arm every.,Yes,United States Virgin Islands,2324
14379,8,Drop good term ability.,Yes,British Indian Ocean Territory (Chagos Archipelago),6655
19537,5,Sit purpose half address.,Yes,Taiwan,14768
6047,2,Nor share friend.,No,French Guiana,3924
6712,8,Area occur way reason pay.,Yes,Tajikistan,10669
1569,1,Very like reason north.,No,Senegal,14816
3990,4,Population affect speak.,No,Lesotho,19465
8762,2,Particular can it believe.,No,Rwanda,2805
5673,8,In whom land great.,No,Kuwait,5118
7195,4,Guess since compare later.,No,Hungary,368
13692,4,Door home use watch.,No,Tanzania,9250
13776,1,Gas society race go.,No,Italy,12263
19363,8,Rule memory long.,No,Poland,1850
2506,7,Entire agency hotel.,No,Belgium,6354
3584,6,Run education spend sign.,No,Chile,2087
15988,3,Human weight generation.,No,Cayman Islands,7569
10747,3,Nation all social off.,No,Morocco,967
16753,8,Purpose section experience.,No,Belize,18381
10307,6,Add answer plan throw human.,No,Western Sahara,7161
8682,7,Prevent but this which.,No,South Georgia and the South Sandwich Islands,4809
5741,2,Lose while sort design sign.,No,Algeria,1828
2521,8,Among seven change country.,Yes,Solomon Islands,12868
5523,3,Another specific rest design.,No,Falkland Islands (Malvinas),1668
2312,2,Have future interest billion.,Yes,Barbados,2514
1168,2,Teacher college let.,Yes,Antigua and Barbuda,11052
6019,2,It cover specific.,Yes,Guadeloupe,1659
13378,4,Establish trip generation.,No,Brunei Darussalam,16824
17261,8,West me beautiful.,No,Gambia,9760
